#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403636730913555456,-2.491613957335024665e+00,3.943925367250182834e+00,-6.071638770061456025e-01,5.553537410499251870e-01,-6.111963241778883144e-02,-8.288069856909143773e-01,-3.042356496052935413e-02
1403636730963555584,-2.483791978858624461e+00,3.929172830120264859e+00,-5.977937553857824993e-01,5.566403865520569427e-01,-6.442013732323974284e-02,-8.278393737446874123e-01,-2.614378022465768323e-02
1403636731013555456,-2.477389849116803155e+00,3.915482190839399301e+00,-5.898450524833594999e-01,5.580867458542708714e-01,-6.780840968796611468e-02,-8.267147094645618255e-01,-2.199983709722468442e-02
1403636731063555584,-2.473677162720503642e+00,3.902652906865492266e+00,-5.836947550214945934e-01,5.629220951235968107e-01,-7.196267008761454698e-02,-8.232003058065990864e-01,-1.677335552128390514e-02
1403636731113555456,-2.468432838105651506e+00,3.889995858193947331e+00,-5.771112368742995491e-01,5.684996507687447576e-01,-7.452651282866797067e-02,-8.191782316774521844e-01,-1.417641376428638474e-02
1403636731163555584,-2.464149543128568709e+00,3.879484400352350093e+00,-5.712273791295394698e-01,5.727334376558642637e-01,-7.581207946202542236e-02,-8.161247277998449068e-01,-1.301409513446478636e-02
1403636731213555456,-2.459674974242218592e+00,3.870288023799096422e+00,-5.667570968488955252e-01,5.758521934366243045e-01,-7.496939117693739163e-02,-8.139704971113048693e-01,-1.502902302756342102e-02
1403636731263555584,-2.455440318797329713e+00,3.861788877895015126e+00,-5.638532477106331653e-01,5.784837888081698631e-01,-7.270060746204697055e-02,-8.122248138022513109e-01,-1.902576160611096912e-02
1403636731313555456,-2.450685754463292287e+00,3.854905187757422969e+00,-5.614334763886440482e-01,5.797312193960383331e-01,-6.996654144727056102e-02,-8.114467592628088477e-01,-2.388625582578438739e-02
1403636731363555584,-2.445702048400136608e+00,3.849331517347122755e+00,-5.606149647197414820e-01,5.800568513026539419e-01,-6.774596169694713232e-02,-8.112825284836359119e-01,-2.766212045027097860e-02
1403636731413555456,-2.440302156370761644e+00,3.843869102159726658e+00,-5.613880297919160434e-01,5.790706468198678625e-01,-6.499547232130620245e-02,-8.120492012351641087e-01,-3.207599324545254427e-02
1403636731463555584,-2.434732458317855563e+00,3.839089743134112442e+00,-5.638142103577503672e-01,5.796660796368713342e-01,-6.405870506754784977e-02,-8.116397287875639632e-01,-3.353608619291540555e-02
1403636731513555456,-2.428785174338960129e+00,3.834565257002626293e+00,-5.655213248200361420e-01,5.788616249817436499e-01,-6.497585535497099607e-02,-8.121876797756668598e-01,-3.238101550297420306e-02
1403636731563555584,-2.422555119389695921e+00,3.830657839827403155e+00,-5.688694394380673369e-01,5.787092782518690193e-01,-6.724921165826243385e-02,-8.122519618547586751e-01,-2.863328936113821235e-02
1403636731613555456,-2.416919263390810535e+00,3.826432616399236153e+00,-5.736549479307623267e-01,5.789588872250909235e-01,-6.915579193689391779e-02,-8.119974094960878963e-01,-2.615894333317661177e-02
1403636731663555584,-2.410974457677795613e+00,3.823427050335468369e+00,-5.794283744297872296e-01,5.789292589357781793e-01,-7.055554439387888566e-02,-8.119672222582449139e-01,-2.391773989289293356e-02
1403636731713555456,-2.405060266935749702e+00,3.821247377053151428e+00,-5.862676884697254343e-01,5.790019434557756028e-01,-7.032559953431331834e-02,-8.119164913329375288e-01,-2.454935083024276446e-02
1403636731763555584,-2.398475356240838519e+00,3.819753854249378300e+00,-5.936326733050499849e-01,5.785736108697152602e-01,-6.852664243700549995e-02,-8.122925158343801133e-01,-2.715777606770079095e-02
1403636731813555456,-2.391532908707374450e+00,3.819412680253880144e+00,-6.015619170489056033e-01,5.784781995757070083e-01,-6.732081231731461279e-02,-8.124083847438863248e-01,-2.869664165743104206e-02
1403636731863555584,-2.384969817906182676e+00,3.818575816427449698e+00,-6.098805412966457062e-01,5.782204476275067950e-01,-6.566710715964169109e-02,-8.126534438875201438e-01,-3.071359829917321566e-02
1403636731913555456,-2.378360572329211386e+00,3.818952858287071983e+00,-6.195897320489917037e-01,5.785067519780726641e-01,-6.424488152612040093e-02,-8.125211243732790578e-01,-3.181124896413210085e-02
1403636731963555584,-2.371794895526031954e+00,3.819000644377215536e+00,-6.306962733408066901e-01,5.791604831512674467e-01,-6.390517978043173952e-02,-8.120766328205123452e-01,-3.195004194238367651e-02
1403636732013555456,-2.364811227853822473e+00,3.819071455720138619e+00,-6.432862500055961386e-01,5.794398138173645352e-01,-6.316105472399602405e-02,-8.119201528685463520e-01,-3.233958403205872134e-02
1403636732063555584,-2.357323522457163367e+00,3.819803705048077980e+00,-6.554487745518385866e-01,5.806319863790326830e-01,-6.239842178056518446e-02,-8.111054046923621419e-01,-3.287789274988876798e-02
1403636732113555456,-2.349609141881020324e+00,3.820167755203306648e+00,-6.699297853503923816e-01,5.808227686854212646e-01,-6.251805481368480355e-02,-8.109833652033753282e-01,-3.228599638114952597e-02
1403636732163555584,-2.341974660099515049e+00,3.821362903781896581e+00,-6.844397335938546822e-01,5.808877971965127340e-01,-6.161291534608671905e-02,-8.109858233061468802e-01,-3.279039687454610857e-02
1403636732213555456,-2.334108636036447137e+00,3.822370943349067129e+00,-6.977115092017213138e-01,5.821404321468696130e-01,-6.092696245386139409e-02,-8.101200762579752190e-01,-3.325484250111566259e-02
1403636732263555584,-2.325979165653738967e+00,3.824628683163960208e+00,-7.111582884164224794e-01,5.828852951501493074e-01,-5.956608508508101640e-02,-8.096366346690865301e-01,-3.442577533007171869e-02
1403636732313555456,-2.317263251983710859e+00,3.826920724432359755e+00,-7.206524916101849643e-01,5.835929530681681632e-01,-5.983848636247038333e-02,-8.091542748836865195e-01,-3.328633528159933436e-02
1403636732363555584,-2.308594976363965490e+00,3.827140131022280567e+00,-7.282648216008732467e-01,5.830089957461166428e-01,-5.806483000256815880e-02,-8.096046954265332385e-01,-3.562616368889380547e-02
1403636732413555456,-2.299365587380329146e+00,3.828372280090399649e+00,-7.348568963309318747e-01,5.841648223515616412e-01,-5.531794922876628190e-02,-8.087820145440377528e-01,-3.953527248141734673e-02
1403636732463555584,-2.289384105406435665e+00,3.830103596027188750e+00,-7.386619789738686492e-01,5.857609138822141848e-01,-5.088867269842842211e-02,-8.075977186831567733e-01,-4.561161624659075542e-02
1403636732513555456,-2.278665906378012806e+00,3.830648694801522147e+00,-7.398109707373033972e-01,5.876194826980611907e-01,-4.554725649681334171e-02,-8.061232308388502910e-01,-5.285950890057736218e-02
1403636732563555584,-2.267959272911547863e+00,3.829796300155991595e+00,-7.397604874453437285e-01,5.896649480378757247e-01,-4.151944612026387676e-02,-8.044833935297116545e-01,-5.811930990879977249e-02
1403636732613555456,-2.256399244588656483e+00,3.828071897203354279e+00,-7.390796060509808862e-01,5.919091175275239536e-01,-3.815142267373584917e-02,-8.026905488905241581e-01,-6.225711411226002995e-02
1403636732663555584,-2.243709789749400496e+00,3.824348287014357251e+00,-7.377109291901220445e-01,5.940238080154184308e-01,-3.797874417709799777e-02,-8.011856420218438357e-01,-6.160273954653169154e-02
1403636732713555456,-2.230646675119730027e+00,3.818264496757307391e+00,-7.342344017050367322e-01,5.957311614339184658e-01,-3.999058394842883862e-02,-8.000770061239816933e-01,-5.815428413921516770e-02
1403636732763555584,-2.216690610573464504e+00,3.810350293930500509e+00,-7.291427801352642346e-01,5.961918261675943631e-01,-4.240296527451779124e-02,-7.999058208518897706e-01,-5.392562205613964099e-02
1403636732813555456,-2.200804407016341724e+00,3.802104137714974463e+00,-7.241583754703426745e-01,5.973422538599190146e-01,-4.508656975534253153e-02,-7.991946008255069733e-01,-4.937026425498788201e-02
1403636732863555584,-2.184551089952848191e+00,3.791963918071914463e+00,-7.165060561484093427e-01,5.973194067785104755e-01,-4.622274089803279917e-02,-7.992519990400298591e-01,-4.763639931982474596e-02
1403636732913555456,-2.166594154299039232e+00,3.781916061523693973e+00,-7.120760002260565491e-01,5.966359342760556572e-01,-4.670929720080045644e-02,-7.998074453682302298e-01,-4.638807841559221268e-02
1403636732963555584,-2.147597310141786675e+00,3.770973859853982812e+00,-7.095886122667158791e-01,5.949452708246407706e-01,-4.728905752503703014e-02,-8.011034522591662377e-01,-4.513456037489164963e-02
1403636733013555456,-2.129443612603039604e+00,3.761349217665800548e+00,-7.098379626025413947e-01,5.927307891972347642e-01,-4.731235809412287496e-02,-8.027882633918876909e-01,-4.430300745360374326e-02
1403636733063555584,-2.109367271150134115e+00,3.749552259511992336e+00,-7.093254134005124723e-01,5.905297438581017522e-01,-4.728647068863341130e-02,-8.044242124106917302e-01,-4.404881151786276677e-02
1403636733113555456,-2.088613812324487728e+00,3.736468742571481094e+00,-7.071927499650167981e-01,5.872621863078761884e-01,-4.736583690020497450e-02,-8.068430587836050716e-01,-4.340369247371442252e-02
1403636733163555584,-2.066497503739983532e+00,3.722701961275971971e+00,-7.034313823589294357e-01,5.870261945803256776e-01,-4.567513233019095814e-02,-8.069839561476791490e-01,-4.572661898065083497e-02
1403636733213555456,-2.044009494645203429e+00,3.709125966007404518e+00,-6.981089925117597295e-01,5.859743311598876181e-01,-4.538792740915668228e-02,-8.077826520292541446e-01,-4.540051043555069082e-02
1403636733263555584,-2.021020579944912576e+00,3.694476137185543241e+00,-6.908526210028510528e-01,5.853574131915315615e-01,-4.452919749748159017e-02,-8.082562123554626332e-01,-4.577930297361881146e-02
1403636733313555456,-1.997179812436018720e+00,3.678740336712072789e+00,-6.815658186419960574e-01,5.849584626203098159e-01,-4.528474511960826898e-02,-8.086037508854776457e-01,-4.396433693657110509e-02
1403636733363555584,-1.973449800944278687e+00,3.662586086281725883e+00,-6.701954771306327663e-01,5.832818589348777172e-01,-4.609045830858320841e-02,-8.098743361118170281e-01,-4.197025610860553174e-02
1403636733413555456,-1.949429260361050131e+00,3.645499207823501564e+00,-6.582373678740411904e-01,5.813654849064135988e-01,-4.675113346803679709e-02,-8.113125262005378424e-01,-4.000611589602332679e-02
1403636733463555584,-1.925056942865102094e+00,3.627732246832672480e+00,-6.447135215590459323e-01,5.800409206288548170e-01,-4.847243299275959261e-02,-8.122691329883480194e-01,-3.770688571269529415e-02
1403636733513555456,-1.901617851901838518e+00,3.610316301471510947e+00,-6.304373666751770244e-01,5.782696177345878485e-01,-4.863079272343170945e-02,-8.135466985433026377e-01,-3.716267608067158612e-02
1403636733563555584,-1.877696423234260559e+00,3.592640196664206087e+00,-6.175349250445482108e-01,5.770644876733082018e-01,-4.911221449963112246e-02,-8.144104092381393434e-01,-3.633528282332594561e-02
1403636733613555456,-1.853899142670500932e+00,3.575500570343135731e+00,-6.056724546741052428e-01,5.759371563489094070e-01,-4.828506286514819279e-02,-8.152381826256543951e-01,-3.676479606989421778e-02
1403636733663555584,-1.830919934861531706e+00,3.557904347846041038e+00,-5.949315590477740612e-01,5.749869638387207216e-01,-4.939804267562043771e-02,-8.159105508307942234e-01,-3.521076310358795675e-02
1403636733713555456,-1.809193346098107114e+00,3.540179014533770374e+00,-5.862803637565470183e-01,5.739853390715216053e-01,-4.902266218908385431e-02,-8.166344673580380187e-01,-3.529526661889506589e-02
1403636733763555584,-1.786884834496630825e+00,3.522985859425565636e+00,-5.791974867513549619e-01,5.737296806643401581e-01,-4.833165738023270652e-02,-8.168296685333525931e-01,-3.588310219821662372e-02
1403636733813555456,-1.764855802674776486e+00,3.505253708771671306e+00,-5.729421280685530471e-01,5.719755766007488251e-01,-4.869595753128744264e-02,-8.180678699216086258e-01,-3.517959201403693392e-02
1403636733863555584,-1.744345928885672858e+00,3.491074506145445788e+00,-5.703224424125552527e-01,5.714588240294832255e-01,-4.859483147717134910e-02,-8.184498478101899233e-01,-3.483104092648636740e-02
1403636733913555456,-1.722796703886551706e+00,3.472513873002354590e+00,-5.667771534877311668e-01,5.722185530297856371e-01,-4.746341772461134395e-02,-8.179183397830208646e-01,-3.636950636157317007e-02
1403636733963555584,-1.701163902150155671e+00,3.454548973325510808e+00,-5.641230025419776695e-01,5.739024797758872642e-01,-4.557790667636027471e-02,-8.167170957491833860e-01,-3.913800762823081703e-02
1403636734013555456,-1.679964408518571872e+00,3.436636659340478683e+00,-5.619621035545675491e-01,5.764543434023131629e-01,-4.478744433154355914e-02,-8.149034260409692143e-01,-4.033461329363934728e-02
1403636734063555584,-1.658782671116034502e+00,3.418880620236694146e+00,-5.615439742179424432e-01,5.785322291065292388e-01,-4.487671709764672751e-02,-8.134009272471762753e-01,-4.081019114145281040e-02
1403636734113555456,-1.637848834075505744e+00,3.400691025379440457e+00,-5.607213865228048988e-01,5.802136098206273074e-01,-4.615901214020909360e-02,-8.121715962451724335e-01,-3.998513260857856910e-02
1403636734163555584,-1.616796959936461109e+00,3.381466178435447389e+00,-5.587095250673070890e-01,5.807574836303839305e-01,-4.650700372955948042e-02,-8.117579455337426975e-01,-4.008592863138333434e-02
1403636734213555456,-1.595543086133101696e+00,3.362390089564974094e+00,-5.563523741096616515e-01,5.811130310118771680e-01,-4.731664713927015431e-02,-8.115335176888298641e-01,-3.849843840054681388e-02
1403636734263555584,-1.573471105405445547e+00,3.343195068208452803e+00,-5.510492163673079702e-01,5.817421023494617760e-01,-4.763432333439808486e-02,-8.111370869668328432e-01,-3.692863037621319650e-02
1403636734313555456,-1.552224000408833238e+00,3.323457069789910623e+00,-5.436921629969890812e-01,5.808257998074106698e-01,-4.835098262312170075e-02,-8.118248249157219432e-01,-3.527075854043572323e-02
1403636734363555584,-1.530186868681619128e+00,3.303237353681274691e+00,-5.360486358051004263e-01,5.797592939967379788e-01,-4.871538316063293850e-02,-8.126177497065997235e-01,-3.403476648515300906e-02
1403636734413555456,-1.507393904047627409e+00,3.283802215038998717e+00,-5.264615354827828497e-01,5.786211993912564466e-01,-4.931980045584168776e-02,-8.134653016648267787e-01,-3.223767803940515153e-02
1403636734463555584,-1.485868557198540385e+00,3.264218246776206200e+00,-5.145586015727968698e-01,5.770145260782869601e-01,-4.913077608951505609e-02,-8.146410167682683889e-01,-3.162937454730087306e-02
1403636734513555456,-1.464389079773413815e+00,3.244188593897803674e+00,-5.045927256081023105e-01,5.758545753941852752e-01,-4.906919849132991562e-02,-8.154960694067425742e-01,-3.082016448941492931e-02
1403636734563555584,-1.442618992370745978e+00,3.224915505391422688e+00,-4.954001259795638989e-01,5.739516134024245098e-01,-4.898593460330482457e-02,-8.168684315561559606e-01,-3.009799346767785821e-02
1403636734613555456,-1.421545933784617688e+00,3.205704716092772966e+00,-4.880140639715172535e-01,5.724213848985205688e-01,-4.887089166370492399e-02,-8.179773675828984070e-01,-2.929880852536899394e-02
1403636734663555584,-1.400934743403071003e+00,3.186119307472946360e+00,-4.817666290968006249e-01,5.708206199706076234e-01,-4.807295697719042582e-02,-8.191253071545927522e-01,-2.977485185075712942e-02
1403636734713555456,-1.380959126864920838e+00,3.167817568516406279e+00,-4.769930033258862334e-01,5.701706347348511894e-01,-4.719808332943145612e-02,-8.196251512831421726e-01,-2.987305809875145934e-02
1403636734763555584,-1.360744702404419471e+00,3.150123587759730448e+00,-4.745159009357324265e-01,5.704768450537004432e-01,-4.587691254991876910e-02,-8.194682789216277685e-01,-3.038450252495225254e-02
1403636734813555456,-1.341897390152484215e+00,3.130803983890788178e+00,-4.725676112980568000e-01,5.694991311632506825e-01,-4.562713715483079913e-02,-8.201817805657065641e-01,-2.984544835354473527e-02
1403636734863555584,-1.323184478798551167e+00,3.112570502361881708e+00,-4.721938900864131039e-01,5.694504255458308073e-01,-4.509172943199472872e-02,-8.202661889304513343e-01,-2.926308391159650885e-02
1403636734913555456,-1.304795859096949284e+00,3.094832386619878140e+00,-4.731915721691586918e-01,5.692468827712329205e-01,-4.494035318019795611e-02,-8.204466145023713297e-01,-2.838492316125966822e-02
1403636734963555584,-1.286997526980941275e+00,3.076313046853942357e+00,-4.742445993652185665e-01,5.690863499677176751e-01,-4.520533383232065022e-02,-8.205688356544437179e-01,-2.764036950258056194e-02
1403636735013555456,-1.270031691457330414e+00,3.058455303277241910e+00,-4.765638956267229664e-01,5.691946002481986788e-01,-4.436854323468025774e-02,-8.205148184674321277e-01,-2.836145438588227874e-02
1403636735063555584,-1.253452693372562488e+00,3.040462081921158521e+00,-4.799657832594147466e-01,5.697261074106843015e-01,-4.464816410960557869e-02,-8.201523853090437743e-01,-2.772668116088155763e-02
1403636735113555456,-1.240174753760669546e+00,3.025547091288299129e+00,-4.833419985526997142e-01,5.697484280737850071e-01,-4.520144764841413365e-02,-8.201283109706087870e-01,-2.707602966528396826e-02
1403636735163555584,-1.223231474016910125e+00,3.008237429763177317e+00,-4.859498677858761773e-01,5.696769943496237110e-01,-4.601804531007579191e-02,-8.201685485766342376e-01,-2.596177074692948908e-02
1403636735213555456,-1.207092888663538588e+00,2.990636119444789021e+00,-4.871965395038380664e-01,5.689488604683473616e-01,-4.689278016844940222e-02,-8.206405062698881592e-01,-2.544446519273182300e-02
1403636735263555584,-1.194250210622508579e+00,2.975376825999814567e+00,-4.865665130172917019e-01,5.679530892222384164e-01,-4.828834553882491859e-02,-8.212838663135473283e-01,-2.429681174785574063e-02
1403636735313555456,-1.180683768424648949e+00,2.958424357443671493e+00,-4.844990153120762866e-01,5.668512150851394704e-01,-4.972738500790935962e-02,-8.219771055759496070e-01,-2.367541014978185449e-02
1403636735363555584,-1.167289532660046536e+00,2.942242043586104305e+00,-4.792740774270936588e-01,5.660055164764387081e-01,-5.109043203489981727e-02,-8.224857750466858519e-01,-2.333822869412863557e-02
1403636735413555456,-1.153768616220954613e+00,2.926348794185197999e+00,-4.716690978764105369e-01,5.672385088519460439e-01,-5.191860767619172617e-02,-8.215565895356558013e-01,-2.428378971513132922e-02
1403636735463555584,-1.141573542628915972e+00,2.911479764719897556e+00,-4.612650276976630881e-01,5.680964088521770483e-01,-5.386390879116657870e-02,-8.208366883563165128e-01,-2.433681629203908459e-02
1403636735513555456,-1.131200624337813432e+00,2.897439909753444454e+00,-4.490124950188892905e-01,5.688440667279016649e-01,-5.474137842699764583e-02,-8.202021634718574816e-01,-2.623395266556831015e-02
1403636735563555584,-1.119746900162227998e+00,2.883763867818549986e+00,-4.359268448750477365e-01,5.701131635707619161e-01,-5.578897574148802829e-02,-8.192014597203085557e-01,-2.770449965563095973e-02
1403636735613555456,-1.109864406702119943e+00,2.870751586884514595e+00,-4.215928373494599590e-01,5.709650393474222652e-01,-5.657133036249276103e-02,-8.184969923118543544e-01,-2.934760638387336890e-02
1403636735663555584,-1.100921323036581079e+00,2.858006158607248715e+00,-4.076669748526981496e-01,5.712646474804369268e-01,-5.756419582809804703e-02,-8.181586762217378794e-01,-3.097493213568225726e-02
1403636735713555456,-1.092039114806492739e+00,2.845914777781846094e+00,-3.946574226425748622e-01,5.705136210739258917e-01,-5.898829965793220970e-02,-8.185701660265338742e-01,-3.126454803568840674e-02
1403636735763555584,-1.083656041290873562e+00,2.833682381454736277e+00,-3.831496829599248533e-01,5.701042738655384134e-01,-5.934947225867664988e-02,-8.187637572548304155e-01,-3.293428105814647650e-02
1403636735813555456,-1.075003487999678597e+00,2.821063653617635669e+00,-3.744069317815258424e-01,5.704117438991808120e-01,-6.068693564689190550e-02,-8.184574403696227574e-01,-3.278653027221532790e-02
1403636735863555584,-1.067237749507073286e+00,2.809453469144712390e+00,-3.656966329299616847e-01,5.708712362948433761e-01,-6.086272692372359655e-02,-8.180986868301921566e-01,-3.341105579475866366e-02
1403636735913555456,-1.060099729928704493e+00,2.798084731881797182e+00,-3.578533136087910238e-01,5.712551487185442145e-01,-6.109711801207944742e-02,-8.178128513892312101e-01,-3.341911632265719828e-02
1403636735963555584,-1.053339148433144468e+00,2.786410248264263867e+00,-3.521880290212682230e-01,5.714786810634812086e-01,-6.085126200410054254e-02,-8.176441159523976099e-01,-3.416636724725738428e-02
1403636736013555456,-1.047165004286786383e+00,2.775779278189299593e+00,-3.453050468975684129e-01,5.722029110082652581e-01,-5.889182553776196177e-02,-8.172883653764381195e-01,-3.398984170023280904e-02
1403636736063555584,-1.040639973393227002e+00,2.764994772432538106e+00,-3.382469921239362187e-01,5.729672147106216196e-01,-5.580324560580666310e-02,-8.170219493343283679e-01,-3.270631364957946041e-02
1403636736113555456,-1.035459828407811811e+00,2.753159315296201726e+00,-3.284520529683493395e-01,5.749072078474793956e-01,-5.231420493879489902e-02,-8.160127975491954233e-01,-2.946252810898763314e-02
1403636736163555584,-1.029888698121362856e+00,2.741402288480280447e+00,-3.172747496009575285e-01,5.768509857847291533e-01,-4.714787133806214170e-02,-8.150684266368813935e-01,-2.614341842901697632e-02
1403636736213555456,-1.025579242254316403e+00,2.729395276994967645e+00,-3.045408916497019947e-01,5.784794467236662463e-01,-4.193282822568852181e-02,-8.143172146578724346e-01,-2.215042995340127732e-02
1403636736263555584,-1.021598950575742348e+00,2.718254315293389123e+00,-2.908180840924814992e-01,5.792364643153865567e-01,-3.666249208367255291e-02,-8.141201735282465046e-01,-1.869018822704997598e-02
1403636736313555456,-1.017896495598633599e+00,2.706773141812236272e+00,-2.775981166330113714e-01,5.797386766832302030e-01,-3.148784594789794111e-02,-8.140327285897654974e-01,-1.619565064576975605e-02
1403636736363555584,-1.013381547626273083e+00,2.695857093310584762e+00,-2.650663390225629912e-01,5.800084813025365715e-01,-2.675646558536011119e-02,-8.140461606826204788e-01,-1.425136640431642551e-02
1403636736413555456,-1.008119542935919100e+00,2.684981673846206451e+00,-2.548222557856630877e-01,5.799800163837647293e-01,-2.287557614807779124e-02,-8.142160550662345120e-01,-1.233305654572585883e-02
1403636736463555584,-1.002682351454711851e+00,2.674520299881254282e+00,-2.462684227245858504e-01,5.802932281995394348e-01,-1.762828024411212252e-02,-8.141052885427799701e-01,-1.347561531319661256e-02
1403636736513555456,-9.971152795201302377e-01,2.663921684190417416e+00,-2.394381525398747712e-01,5.809078791326790503e-01,-1.248667342825337916e-02,-8.137262761178926107e-01,-1.548116609226121189e-02
1403636736563555584,-9.915287781455280891e-01,2.653110810691668764e+00,-2.335526423891854941e-01,5.812642350041156147e-01,-7.956756943444649385e-03,-8.134902305705444814e-01,-1.738458772320385093e-02
1403636736613555456,-9.862537360762450023e-01,2.641113967082254543e+00,-2.284141527521036663e-01,5.815366270602051468e-01,-4.374391991542981445e-03,-8.132831528169305324e-01,-1.914495824747232053e-02
1403636736663555584,-9.799006325348867952e-01,2.629315316992480778e+00,-2.256303336339259002e-01,5.822867311548222125e-01,-2.479629090076854517e-03,-8.127554770725164968e-01,-1.909315713112260532e-02
1403636736713555456,-9.731299508650335106e-01,2.616212017501045928e+00,-2.241204887626713771e-01,5.828322196363312502e-01,-7.665961906875870622e-04,-8.123595008510062776e-01,-1.944369978095336973e-02
1403636736763555584,-9.665811828081519730e-01,2.601430151959303938e+00,-2.218422873275945340e-01,5.820735186372409942e-01,3.951167567757179816e-04,-8.129034674902708701e-01,-1.944775890183882833e-02
1403636736813555456,-9.585918045299640644e-01,2.588156788641653883e+00,-2.220212296862313917e-01,5.830198611485033489e-01,1.723546481617388828e-03,-8.122237418855542401e-01,-1.942843306431066286e-02
1403636736863555584,-9.512672319913749730e-01,2.573395451631815600e+00,-2.231892961143514542e-01,5.833013874628105722e-01,1.656433502859223136e-03,-8.120617043050288864e-01,-1.767868810808075064e-02
1403636736913555456,-9.438889425628664842e-01,2.556899975796769198e+00,-2.233674245456123697e-01,5.824697910007329282e-01,2.864768657040791307e-03,-8.126558098781904160e-01,-1.764285530538318297e-02
1403636736963555584,-9.362158802466132856e-01,2.542385152459702979e+00,-2.238475298352097520e-01,5.825051695849240430e-01,2.345185773727266349e-03,-8.126862455684645825e-01,-1.494301757875879204e-02
1403636737013555456,-9.284978205426195341e-01,2.524837949833015571e+00,-2.258474614528100111e-01,5.822427149532288793e-01,1.089809056601169458e-03,-8.129385187684765590e-01,-1.109945505999499100e-02
1403636737063555584,-9.208488038149545973e-01,2.507302107854370465e+00,-2.305290606307333623e-01,5.826999958365951526e-01,2.515248881585406765e-04,-8.126526205308026718e-01,-7.507991188199975886e-03
1403636737113555456,-9.144484848847951319e-01,2.487282399084883799e+00,-2.350524883646783747e-01,5.833338547702664467e-01,-1.276183942570567999e-03,-8.122258219611444563e-01,-3.033046809732922820e-03
1403636737163555584,-9.059472869797421390e-01,2.468635515379162815e+00,-2.396326996202073900e-01,5.830688364139747781e-01,-8.918264708249908339e-04,-8.124214801308726752e-01,-1.129278690913547564e-03
1403636737213555456,-8.970342050121714594e-01,2.449673992970090364e+00,-2.450518264472291152e-01,5.828809763059896731e-01,-5.647539829749199719e-04,-8.125569514918082881e-01,8.056648523441992246e-04
1403636737263555584,-8.872181271881892650e-01,2.430910612906086676e+00,-2.506963884132561993e-01,5.822577697562992816e-01,-1.023268913128672422e-03,-8.129945981614835615e-01,3.824374380194697515e-03
1403636737313555456,-8.781140400225394549e-01,2.412422011445881420e+00,-2.565732869777798131e-01,5.804206570412591137e-01,3.321067064709148442e-04,-8.143066187831234926e-01,4.059703305094491781e-03
1403636737363555584,-8.681938392758488110e-01,2.393632630904902747e+00,-2.617140469327315921e-01,5.788908502990550708e-01,5.410667949663569435e-04,-8.153836314571099031e-01,5.884236448049466606e-03
1403636737413555456,-8.579703096564237352e-01,2.375362169914988275e+00,-2.650882887452113978e-01,5.769908962350208670e-01,1.731087018220863047e-03,-8.167230951797459504e-01,6.472619227042741147e-03
1403636737463555584,-8.480220218055191106e-01,2.356711120623443012e+00,-2.662334906592436767e-01,5.749280984301807784e-01,2.613124175951894203e-03,-8.181674492906000351e-01,7.271735612001888928e-03
1403636737513555456,-8.387228555226626803e-01,2.338650459687183325e+00,-2.666640668176715190e-01,5.735167974526910184e-01,3.961611382778530525e-03,-8.191545421861690102e-01,6.973140657476199419e-03
1403636737563555584,-8.302244598163986966e-01,2.320742339190448700e+00,-2.647337821423289550e-01,5.726551950631487697e-01,3.474171900023728145e-03,-8.197409987771688833e-01,8.868631270146833806e-03
1403636737613555456,-8.221143684039921018e-01,2.303887662220910126e+00,-2.608161432102452104e-01,5.717337514914647700e-01,2.517403780919402149e-03,-8.203597267665240222e-01,1.113996334168282885e-02
1403636737663555584,-8.138019575040449372e-01,2.286989954271332781e+00,-2.552909216308760776e-01,5.705469085336287716e-01,7.370145906712099971e-04,-8.211366640504729197e-01,1.450037669417974552e-02
1403636737713555456,-8.068327038159167630e-01,2.269890286557906922e+00,-2.477604649375380608e-01,5.691582469152872692e-01,-1.095913807019136856e-03,-8.220469753301978821e-01,1.721799325466071354e-02
1403636737763555584,-7.990626003296961155e-01,2.254098603599916206e+00,-2.397612712358412612e-01,5.687188089061699925e-01,-2.476357629894439770e-03,-8.222994253370760065e-01,1.940203957193322934e-02
1403636737813555456,-7.918241804032826181e-01,2.238944562924139792e+00,-2.300943709335524501e-01,5.681306072095306803e-01,-4.234556660415785857e-03,-8.226449441317683631e-01,2.156333870390595570e-02
1403636737863555584,-7.859504858800488991e-01,2.224924965467908855e+00,-2.178295782910644185e-01,5.679769228573072759e-01,-5.415645526327767141e-03,-8.227155368633933819e-01,2.262810837555877946e-02
1403636737913555456,-7.808500704970442463e-01,2.212202365608253452e+00,-2.042373043380188435e-01,5.678657034132792436e-01,-5.837945214005347931e-03,-8.227805686563254284e-01,2.294770411595881132e-02
1403636737963555584,-7.770955267856354265e-01,2.200273606533290405e+00,-1.886677100196330614e-01,5.681171927317274495e-01,-6.492518981517245158e-03,-8.225982725138706320e-01,2.308212678874449475e-02
1403636738013555456,-7.723629892401769892e-01,2.189013534004894623e+00,-1.720529898693821946e-01,5.685789323378572790e-01,-6.929765146940099034e-03,-8.222948545804198428e-01,2.238633929692220026e-02
